evidence_id,disease_id,cluster_id,drug_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,source_row_number,raw_json
imev_b863e52beca8a55c,Colon,imcluster_51dd70c5fbc6ec1a,1014,Refametinib,10,Tier2,"MEK1, MEK2",ERK MAPK signaling,Refametinib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,11,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1014"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""Refametinib"", ""hypothesis"": ""Refametinib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""10"", ""safety_score"": ""5.0"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
imev_49648c88e28869c5,Colon,imcluster_51dd70c5fbc6ec1a,1843,LMP744,12,Tier2,TOP1,DNA replication,LMP744 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,12,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1843"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""LMP744"", ""hypothesis"": ""LMP744 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""12"", ""safety_score"": ""5.0"", ""target"": ""TOP1"", ""target_pathway"": ""DNA replication""}"
imev_23bfa059bbb87ada,Colon,imcluster_51dd70c5fbc6ec1a,1372,Trametinib,16,Tier2,"MEK1, MEK2",ERK MAPK signaling,Trametinib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,13,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1372"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""Trametinib"", ""hypothesis"": ""Trametinib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""16"", ""safety_score"": ""5.15"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
imev_ae934e3183df64da,Colon,imcluster_51dd70c5fbc6ec1a,1441,AZD2014,18,Tier2,"mTORC1, mTORC2",PI3K/MTOR signaling,AZD2014 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,14,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1441"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""AZD2014"", ""hypothesis"": ""AZD2014 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""18"", ""safety_score"": ""5.0"", ""target"": ""mTORC1, mTORC2"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_2fc027ab590a9c07,Colon,imcluster_51dd70c5fbc6ec1a,2169,AZD6482,19,Tier2,PI3Kbeta,PI3K/MTOR signaling,AZD6482 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,15,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""2169"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""AZD6482"", ""hypothesis"": ""AZD6482 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""19"", ""safety_score"": ""5.15"", ""target"": ""PI3Kbeta"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_8ab43b37081d8513,Colon,imcluster_51dd70c5fbc6ec1a,1060,PD0325901,22,Tier2,"MEK1, MEK2",ERK MAPK signaling,PD0325901 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,16,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1060"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""PD0325901"", ""hypothesis"": ""PD0325901 may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""22"", ""safety_score"": ""5.0"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
imev_007f9f3bc34228b6,Colon,imcluster_51dd70c5fbc6ec1a,1511,Epirubicin,25,Tier2,Anthracycline,DNA replication,Epirubicin may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,17,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1511"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""Epirubicin"", ""hypothesis"": ""Epirubicin may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""25"", ""safety_score"": ""4.0"", ""target"": ""Anthracycline"", ""target_pathway"": ""DNA replication""}"
imev_11e2e0772cb5f30b,Colon,imcluster_51dd70c5fbc6ec1a,1191,Bortezomib,26,Tier2,Proteasome,Protein stability and degradation,Bortezomib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,18,"{""admet_verdict"": ""FAIL"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1191"", ""cluster"": ""0"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""TP53;APC;KRAS"", ""drug_name"": ""Bortezomib"", ""hypothesis"": ""Bortezomib may fit cluster 0 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""26"", ""safety_score"": ""3.4"", ""target"": ""Proteasome"", ""target_pathway"": ""Protein stability and degradation""}"
imev_f231b8c2bb75acb3,Colon,imcluster_5ec220e124a50080,1088,Irinotecan,24,Tier1,TOP1,DNA replication,Irinotecan may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,19,"{""admet_verdict"": ""PASS"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1088"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier1"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Irinotecan"", ""hypothesis"": ""Irinotecan may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""3"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""24"", ""safety_score"": ""6.4"", ""target"": ""TOP1"", ""target_pathway"": ""DNA replication""}"
imev_ee1ef03d546cb322,Colon,imcluster_5ec220e124a50080,1004,Vinblastine,3,Tier2,Microtubule destabiliser,Mitosis,Vinblastine may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,20,"{""admet_verdict"": ""PASS"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1004"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Vinblastine"", ""hypothesis"": ""Vinblastine may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""2"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""3"", ""safety_score"": ""7.0"", ""target"": ""Microtubule destabiliser"", ""target_pathway"": ""Mitosis""}"
imev_effd1f61dd0bdb8d,Colon,imcluster_5ec220e124a50080,2048,Vinorelbine,4,Tier2,Microtubule destabiliser,Mitosis,Vinorelbine may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,21,"{""admet_verdict"": ""PASS"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""2048"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Vinorelbine"", ""hypothesis"": ""Vinorelbine may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""2"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""4"", ""safety_score"": ""7.25"", ""target"": ""Microtubule destabiliser"", ""target_pathway"": ""Mitosis""}"
imev_c694208b29043c01,Colon,imcluster_5ec220e124a50080,1016,Temsirolimus,7,Tier2,MTOR,PI3K/MTOR signaling,Temsirolimus may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via MSI.,Colon_drug_linkage.md,22,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1016"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Temsirolimus"", ""hypothesis"": ""Temsirolimus may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via MSI."", ""match_score"": ""2"", ""matched_keywords"": ""MSI"", ""rank"": ""7"", ""safety_score"": ""5.5"", ""target"": ""MTOR"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_61f8834d960ff829,Colon,imcluster_5ec220e124a50080,1003,Camptothecin,11,Tier2,TOP1,DNA replication,Camptothecin may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,23,"{""admet_verdict"": ""PASS"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1003"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Camptothecin"", ""hypothesis"": ""Camptothecin may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""2"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""11"", ""safety_score"": ""6.25"", ""target"": ""TOP1"", ""target_pathway"": ""DNA replication""}"
imev_8c4ba0c6b7898360,Colon,imcluster_5ec220e124a50080,1808,Topotecan,27,Tier2,TOP1,DNA replication,Topotecan may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,24,"{""admet_verdict"": ""PASS"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1808"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Topotecan"", ""hypothesis"": ""Topotecan may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""2"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""27"", ""safety_score"": ""7.5"", ""target"": ""TOP1"", ""target_pathway"": ""DNA replication""}"
imev_58224d4a68e82c1e,Colon,imcluster_5ec220e124a50080,1080,Paclitaxel,2,Tier2,Microtubule stabiliser,Mitosis,Paclitaxel may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,25,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1080"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Paclitaxel"", ""hypothesis"": ""Paclitaxel may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""2"", ""safety_score"": ""4.25"", ""target"": ""Microtubule stabiliser"", ""target_pathway"": ""Mitosis""}"
imev_89bd6e11aabe15e1,Colon,imcluster_5ec220e124a50080,1007,Docetaxel,5,Tier2,Microtubule stabiliser,Mitosis,Docetaxel may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,26,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1007"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Docetaxel"", ""hypothesis"": ""Docetaxel may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""5"", ""safety_score"": ""4.25"", ""target"": ""Microtubule stabiliser"", ""target_pathway"": ""Mitosis""}"
imev_e6321c02753feb29,Colon,imcluster_5ec220e124a50080,1809,Teniposide,6,Tier2,,DNA replication,Teniposide may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,27,"{""admet_verdict"": ""FAIL"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1809"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Teniposide"", ""hypothesis"": ""Teniposide may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""6"", ""safety_score"": ""3.15"", ""target"": """", ""target_pathway"": ""DNA replication""}"
imev_1074396e456bab7c,Colon,imcluster_5ec220e124a50080,1084,Rapamycin,8,Tier2,MTORC1,PI3K/MTOR signaling,Rapamycin may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,28,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1084"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Rapamycin"", ""hypothesis"": ""Rapamycin may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""8"", ""safety_score"": ""5.5"", ""target"": ""MTORC1"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_e5c89dc7db5a5cb2,Colon,imcluster_5ec220e124a50080,1014,Refametinib,10,Tier2,"MEK1, MEK2",ERK MAPK signaling,Refametinib may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,29,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1014"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Refametinib"", ""hypothesis"": ""Refametinib may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""10"", ""safety_score"": ""5.0"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
imev_87595fc7e0a5cfee,Colon,imcluster_5ec220e124a50080,1843,LMP744,12,Tier2,TOP1,DNA replication,LMP744 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,30,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1843"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""LMP744"", ""hypothesis"": ""LMP744 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""12"", ""safety_score"": ""5.0"", ""target"": ""TOP1"", ""target_pathway"": ""DNA replication""}"
imev_8bc198a0c2fb3493,Colon,imcluster_5ec220e124a50080,1372,Trametinib,16,Tier2,"MEK1, MEK2",ERK MAPK signaling,Trametinib may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,31,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1372"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""Trametinib"", ""hypothesis"": ""Trametinib may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""16"", ""safety_score"": ""5.15"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
imev_ac560f8eafad5f97,Colon,imcluster_5ec220e124a50080,1441,AZD2014,18,Tier2,"mTORC1, mTORC2",PI3K/MTOR signaling,AZD2014 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,32,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1441"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""AZD2014"", ""hypothesis"": ""AZD2014 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""18"", ""safety_score"": ""5.0"", ""target"": ""mTORC1, mTORC2"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_5a575a609891d060,Colon,imcluster_5ec220e124a50080,2169,AZD6482,19,Tier2,PI3Kbeta,PI3K/MTOR signaling,AZD6482 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,33,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""2169"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""AZD6482"", ""hypothesis"": ""AZD6482 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""19"", ""safety_score"": ""5.15"", ""target"": ""PI3Kbeta"", ""target_pathway"": ""PI3K/MTOR signaling""}"
imev_0024bfa5010de968,Colon,imcluster_5ec220e124a50080,1060,PD0325901,22,Tier2,"MEK1, MEK2",ERK MAPK signaling,PD0325901 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context.,Colon_drug_linkage.md,34,"{""admet_verdict"": ""WARNING"", ""biology_hypothesis"": ""MSI/MMR, immune-checkpoint relevance, hypermutated subtype proxy"", ""canonical_drug_id"": ""1060"", ""cluster"": ""1"", ""cluster_label"": ""MSI/MMR-enriched CRC-like cluster"", ""crc_4tier"": ""Tier2"", ""dominant_drivers"": ""APC;TP53;KRAS;PIK3CA"", ""drug_name"": ""PD0325901"", ""hypothesis"": ""PD0325901 may fit cluster 1 (MSI/MMR-enriched CRC-like cluster) via tier/admet/context."", ""match_score"": ""1"", ""matched_keywords"": ""tier/admet/context"", ""rank"": ""22"", ""safety_score"": ""5.0"", ""target"": ""MEK1, MEK2"", ""target_pathway"": ""ERK MAPK signaling""}"
