evidence_id,disease_id,cluster_id,drug_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,source_row_number,raw_json
imev_e71878cc46634daa,PDAC,imcluster_ea1b0c9372d83f8b,1059,AZD8055,20,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,24,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1059"", ""cluster"": ""0"", ""drug_name"": ""AZD8055"", ""drug_rank"": ""20"", ""fit_score"": ""0.4"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%)"", ""targets"": ""MTOR""}"
imev_c10f8482bf0fe7fd,PDAC,imcluster_ea1b0c9372d83f8b,1006,Cytarabine,23,Tier 3,ANTIMETABOLITE;POLB,Other,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,25,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1006"", ""cluster"": ""0"", ""drug_name"": ""Cytarabine"", ""drug_rank"": ""23"", ""fit_score"": ""0.4"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%)"", ""targets"": ""ANTIMETABOLITE;POLB""}"
imev_530a57e5716da8d8,PDAC,imcluster_ea1b0c9372d83f8b,1091,BMS-536924,24,Tier 3,IGF1R;IR,IGF1R signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,26,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1091"", ""cluster"": ""0"", ""drug_name"": ""BMS-536924"", ""drug_rank"": ""24"", ""fit_score"": ""0.4"", ""pathway"": ""IGF1R signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%)"", ""targets"": ""IGF1R;IR""}"
imev_68d93c2634e6b3c7,PDAC,imcluster_ea1b0c9372d83f8b,2156,5-azacytidine,28,Tier 3,nan,Other,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,27,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""2156"", ""cluster"": ""0"", ""drug_name"": ""5-azacytidine"", ""drug_rank"": ""28"", ""fit_score"": ""0.4"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%)"", ""targets"": ""nan""}"
imev_1427fee2bf4d0464,PDAC,imcluster_ea1b0c9372d83f8b,1058,Pictilisib,30,Tier 3,PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,28,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1058"", ""cluster"": ""0"", ""drug_name"": ""Pictilisib"", ""drug_rank"": ""30"", ""fit_score"": ""0.4"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%)"", ""targets"": ""PIK3CG""}"
imev_976eb8431428b65f,PDAC,imcluster_ea1b0c9372d83f8b,1811,Dactinomycin,1,Tier 3,TOP1;TOP2A,Other,Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution,PDAC_drug_linkage.csv,29,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1811"", ""cluster"": ""0"", ""drug_name"": ""Dactinomycin"", ""drug_rank"": ""1"", ""fit_score"": ""0.3"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution"", ""targets"": ""TOP1;TOP2A""}"
imev_ab4d9a599181e69f,PDAC,imcluster_ea1b0c9372d83f8b,1809,Teniposide,6,Tier 4,TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution,PDAC_drug_linkage.csv,30,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1809"", ""cluster"": ""0"", ""drug_name"": ""Teniposide"", ""drug_rank"": ""6"", ""fit_score"": ""0.3"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 4"", ""rationale"": ""Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution"", ""targets"": ""TOP2A;TOP2B""}"
imev_2be434da18f3573c,PDAC,imcluster_6f021bb02f82e334,1080,Paclitaxel,21,Tier 1,BCL2;NR1I2;TUBB1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | current PDAC therapy benchmark,PDAC_drug_linkage.csv,31,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1080"", ""cluster"": ""1"", ""drug_name"": ""Paclitaxel"", ""drug_rank"": ""21"", ""fit_score"": ""0.6"", ""pathway"": ""Mitosis"", ""pdac_4tier"": ""Tier 1"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | current PDAC therapy benchmark"", ""targets"": ""BCL2;NR1I2;TUBB1""}"
imev_fd9e11d1fe4f62fe,PDAC,imcluster_6f021bb02f82e334,1808,Topotecan,4,Tier 2,TOP1;TOP1MT,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,32,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1808"", ""cluster"": ""1"", ""drug_name"": ""Topotecan"", ""drug_rank"": ""4"", ""fit_score"": ""0.5"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""TOP1;TOP1MT""}"
imev_98ce5b893d3525cf,PDAC,imcluster_6f021bb02f82e334,1004,Vinblastine,5,Tier 2,JUN;TUBA1A;TUBB;TUBB2A;TUBD1;TUBE1;TUBG1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,33,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1004"", ""cluster"": ""1"", ""drug_name"": ""Vinblastine"", ""drug_rank"": ""5"", ""fit_score"": ""0.5"", ""pathway"": ""Mitosis"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""JUN;TUBA1A;TUBB;TUBB2A;TUBD1;TUBE1;TUBG1""}"
imev_adf0183fdb1bf07a,PDAC,imcluster_6f021bb02f82e334,2048,Vinorelbine,13,Tier 2,BCL2;MAP4;MAPK1;TUBB,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,34,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""2048"", ""cluster"": ""1"", ""drug_name"": ""Vinorelbine"", ""drug_rank"": ""13"", ""fit_score"": ""0.5"", ""pathway"": ""Mitosis"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""BCL2;MAP4;MAPK1;TUBB""}"
imev_0c2adec84b690c0b,PDAC,imcluster_6f021bb02f82e334,1034,Staurosporine,15,Tier 2,CDK2;CHRM1;CSK;GSK3B;IKBKB;ITK;LCK;MAPKAPK2;PDPK1;PIK3CG;PIM1;PRKCA;PRKCQ;SYK;ZAP70,RTK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,35,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1034"", ""cluster"": ""1"", ""drug_name"": ""Staurosporine"", ""drug_rank"": ""15"", ""fit_score"": ""0.5"", ""pathway"": ""RTK signaling"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""CDK2;CHRM1;CSK;GSK3B;IKBKB;ITK;LCK;MAPKAPK2;PDPK1;PIK3CG;PIM1;PRKCA;PRKCQ;SYK;ZAP70""}"
imev_28aa42ba45419210,PDAC,imcluster_6f021bb02f82e334,1736,Selumetinib,16,Tier 2,MAP2K1;MAP2K2,ERK MAPK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,36,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1736"", ""cluster"": ""1"", ""drug_name"": ""Selumetinib"", ""drug_rank"": ""16"", ""fit_score"": ""0.5"", ""pathway"": ""ERK MAPK signaling"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""MAP2K1;MAP2K2""}"
imev_97280061a1b978fb,PDAC,imcluster_6f021bb02f82e334,1494,SN-38,17,Tier 2,TOP1,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,37,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1494"", ""cluster"": ""1"", ""drug_name"": ""SN-38"", ""drug_rank"": ""17"", ""fit_score"": ""0.5"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""TOP1""}"
imev_6304ba9077505ff2,PDAC,imcluster_6f021bb02f82e334,1016,Temsirolimus,19,Tier 2,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,38,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1016"", ""cluster"": ""1"", ""drug_name"": ""Temsirolimus"", ""drug_rank"": ""19"", ""fit_score"": ""0.5"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""MTOR""}"
imev_693d55118d484190,PDAC,imcluster_6f021bb02f82e334,1003,Camptothecin,22,Tier 2,TOP1,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,39,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1003"", ""cluster"": ""1"", ""drug_name"": ""Camptothecin"", ""drug_rank"": ""22"", ""fit_score"": ""0.5"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""TOP1""}"
imev_6cca6827ce438f03,PDAC,imcluster_6f021bb02f82e334,1179,MK-1775,25,Tier 2,PLK1;WEE1,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,40,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1179"", ""cluster"": ""1"", ""drug_name"": ""MK-1775"", ""drug_rank"": ""25"", ""fit_score"": ""0.5"", ""pathway"": ""Cell cycle"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""PLK1;WEE1""}"
imev_7638cee30df4b136,PDAC,imcluster_6f021bb02f82e334,1373,Dabrafenib,26,Tier 2,BRAF;LIMK1;NEK11;RAF1;SIK1,ERK MAPK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,41,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1373"", ""cluster"": ""1"", ""drug_name"": ""Dabrafenib"", ""drug_rank"": ""26"", ""fit_score"": ""0.5"", ""pathway"": ""ERK MAPK signaling"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""BRAF;LIMK1;NEK11;RAF1;SIK1""}"
imev_fc6b0213d55d4c0d,PDAC,imcluster_6f021bb02f82e334,1057,Dactolisib,27,Tier 2,MTOR;PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,42,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1057"", ""cluster"": ""1"", ""drug_name"": ""Dactolisib"", ""drug_rank"": ""27"", ""fit_score"": ""0.5"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""MTOR;PIK3CG""}"
imev_a77917f940fe3388,PDAC,imcluster_6f021bb02f82e334,1019,Bosutinib,29,Tier 2,ABL;ABL1;CAMK2G;FGR;HCK;LYN;MAP2K1;MAP2K2;MAP3K2;SLK;SRC;TEC,Other kinases,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,43,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1019"", ""cluster"": ""1"", ""drug_name"": ""Bosutinib"", ""drug_rank"": ""29"", ""fit_score"": ""0.5"", ""pathway"": ""Other kinases"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence"", ""targets"": ""ABL;ABL1;CAMK2G;FGR;HCK;LYN;MAP2K1;MAP2K2;MAP3K2;SLK;SRC;TEC""}"
imev_81f21cc36f748599,PDAC,imcluster_6f021bb02f82e334,1819,Docetaxel,2,Tier 2,BCL2;NR1I2;TUBB1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,44,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1819"", ""cluster"": ""1"", ""drug_name"": ""Docetaxel"", ""drug_rank"": ""2"", ""fit_score"": ""0.4"", ""pathway"": ""Mitosis"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution"", ""targets"": ""BCL2;NR1I2;TUBB1""}"
imev_13d978a59fb07ba1,PDAC,imcluster_6f021bb02f82e334,1862,MG-132,3,Tier 3,CAPN1;PROTEASOME,Protein stability and degradation,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,45,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1862"", ""cluster"": ""1"", ""drug_name"": ""MG-132"", ""drug_rank"": ""3"", ""fit_score"": ""0.4"", ""pathway"": ""Protein stability and degradation"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""CAPN1;PROTEASOME""}"
imev_75ef9b98979ae2c7,PDAC,imcluster_6f021bb02f82e334,1511,Epirubicin,7,Tier 2,ANTHRACYCLINE;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,46,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1511"", ""cluster"": ""1"", ""drug_name"": ""Epirubicin"", ""drug_rank"": ""7"", ""fit_score"": ""0.4"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution"", ""targets"": ""ANTHRACYCLINE;TOP2A;TOP2B""}"
imev_abf5230138195103,PDAC,imcluster_6f021bb02f82e334,1810,Mitoxantrone,8,Tier 2,TOP2;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,47,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1810"", ""cluster"": ""1"", ""drug_name"": ""Mitoxantrone"", ""drug_rank"": ""8"", ""fit_score"": ""0.4"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution"", ""targets"": ""TOP2;TOP2A;TOP2B""}"
imev_330ba604834ce5ce,PDAC,imcluster_6f021bb02f82e334,1024,Lestaurtinib,9,Tier 3,FLT3;JAK2;NTRK1;NTRK2;NTRK3,Other kinases,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,48,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1024"", ""cluster"": ""1"", ""drug_name"": ""Lestaurtinib"", ""drug_rank"": ""9"", ""fit_score"": ""0.4"", ""pathway"": ""Other kinases"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""FLT3;JAK2;NTRK1;NTRK2;NTRK3""}"
imev_ead65d2a397e5207,PDAC,imcluster_6f021bb02f82e334,1594,OSI-027,10,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,49,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1594"", ""cluster"": ""1"", ""drug_name"": ""OSI-027"", ""drug_rank"": ""10"", ""fit_score"": ""0.4"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""MTOR""}"
imev_b549dd841d0578e8,PDAC,imcluster_6f021bb02f82e334,1191,Bortezomib,11,Tier 2,PROTEASOME;PRSS1;PSMB1;PSMB5,Protein stability and degradation,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,50,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1191"", ""cluster"": ""1"", ""drug_name"": ""Bortezomib"", ""drug_rank"": ""11"", ""fit_score"": ""0.4"", ""pathway"": ""Protein stability and degradation"", ""pdac_4tier"": ""Tier 2"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution"", ""targets"": ""PROTEASOME;PRSS1;PSMB1;PSMB5""}"
imev_0662859b5c54d63e,PDAC,imcluster_6f021bb02f82e334,1086,BI-2536,12,Tier 3,PLK1;PLK2;PLK3,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,51,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1086"", ""cluster"": ""1"", ""drug_name"": ""BI-2536"", ""drug_rank"": ""12"", ""fit_score"": ""0.4"", ""pathway"": ""Cell cycle"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""PLK1;PLK2;PLK3""}"
imev_d2c76e91891fd107,PDAC,imcluster_6f021bb02f82e334,1249,BMS-345541,14,Tier 3,IKK-1;IKK-2,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,52,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1249"", ""cluster"": ""1"", ""drug_name"": ""BMS-345541"", ""drug_rank"": ""14"", ""fit_score"": ""0.4"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""IKK-1;IKK-2""}"
imev_925dfa4b57e76be8,PDAC,imcluster_6f021bb02f82e334,1401,AZD5438,18,Tier 3,CDK2,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,53,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1401"", ""cluster"": ""1"", ""drug_name"": ""AZD5438"", ""drug_rank"": ""18"", ""fit_score"": ""0.4"", ""pathway"": ""Cell cycle"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""CDK2""}"
imev_d08926ace201c282,PDAC,imcluster_6f021bb02f82e334,1059,AZD8055,20,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,54,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1059"", ""cluster"": ""1"", ""drug_name"": ""AZD8055"", ""drug_rank"": ""20"", ""fit_score"": ""0.4"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""MTOR""}"
imev_ccefbd0cb622f27e,PDAC,imcluster_6f021bb02f82e334,1006,Cytarabine,23,Tier 3,ANTIMETABOLITE;POLB,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,55,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1006"", ""cluster"": ""1"", ""drug_name"": ""Cytarabine"", ""drug_rank"": ""23"", ""fit_score"": ""0.4"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""ANTIMETABOLITE;POLB""}"
imev_8bac0cc073204226,PDAC,imcluster_6f021bb02f82e334,1091,BMS-536924,24,Tier 3,IGF1R;IR,IGF1R signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,56,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1091"", ""cluster"": ""1"", ""drug_name"": ""BMS-536924"", ""drug_rank"": ""24"", ""fit_score"": ""0.4"", ""pathway"": ""IGF1R signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""IGF1R;IR""}"
imev_713c14972360a556,PDAC,imcluster_6f021bb02f82e334,2156,5-azacytidine,28,Tier 3,nan,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,57,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""2156"", ""cluster"": ""1"", ""drug_name"": ""5-azacytidine"", ""drug_rank"": ""28"", ""fit_score"": ""0.4"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""nan""}"
imev_9154287ba0a5f758,PDAC,imcluster_6f021bb02f82e334,1058,Pictilisib,30,Tier 3,PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,58,"{""admet_filter"": ""KEEP"", ""canonical_drug_id"": ""1058"", ""cluster"": ""1"", ""drug_name"": ""Pictilisib"", ""drug_rank"": ""30"", ""fit_score"": ""0.4"", ""pathway"": ""PI3K/MTOR signaling"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%)"", ""targets"": ""PIK3CG""}"
imev_df2577b3a92f0012,PDAC,imcluster_6f021bb02f82e334,1811,Dactinomycin,1,Tier 3,TOP1;TOP2A,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution,PDAC_drug_linkage.csv,59,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1811"", ""cluster"": ""1"", ""drug_name"": ""Dactinomycin"", ""drug_rank"": ""1"", ""fit_score"": ""0.3"", ""pathway"": ""Other"", ""pdac_4tier"": ""Tier 3"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution"", ""targets"": ""TOP1;TOP2A""}"
imev_2101d77d0c3e6f58,PDAC,imcluster_6f021bb02f82e334,1809,Teniposide,6,Tier 4,TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution,PDAC_drug_linkage.csv,60,"{""admet_filter"": ""CAUTION"", ""canonical_drug_id"": ""1809"", ""cluster"": ""1"", ""drug_name"": ""Teniposide"", ""drug_rank"": ""6"", ""fit_score"": ""0.3"", ""pathway"": ""DNA replication"", ""pdac_4tier"": ""Tier 4"", ""rationale"": ""Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution"", ""targets"": ""TOP2A;TOP2B""}"
imev_f75198b4df20bab3,Psoriasis,imcluster_840ab0c63832388c,CHEMBL1789941,RUXOLITINIB,1,Tier 2,nan,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,1,"{""canonical_drug_id"": ""CHEMBL1789941"", ""cluster"": ""0"", ""cluster_n_images"": ""41"", ""drug_name"": ""RUXOLITINIB"", ""drug_rank"": ""1"", ""linkage_hypothesis"": ""Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 2"", ""target_axis"": ""nan""}"
imev_37915b6ff33c0160,Psoriasis,imcluster_840ab0c63832388c,CHEMBL42126,PICLAMILAST,2,Tier 2,nan,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,2,"{""canonical_drug_id"": ""CHEMBL42126"", ""cluster"": ""0"", ""cluster_n_images"": ""41"", ""drug_name"": ""PICLAMILAST"", ""drug_rank"": ""2"", ""linkage_hypothesis"": ""Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 2"", ""target_axis"": ""nan""}"
imev_4c3cb2a91f5b0567,Psoriasis,imcluster_840ab0c63832388c,CHEMBL388978,STAUROSPORINE,3,Tier 3,nan,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,3,"{""canonical_drug_id"": ""CHEMBL388978"", ""cluster"": ""0"", ""cluster_n_images"": ""41"", ""drug_name"": ""STAUROSPORINE"", ""drug_rank"": ""3"", ""linkage_hypothesis"": ""Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline."", ""psoriasis_4tier"": ""Tier 3"", ""target_axis"": ""nan""}"
imev_70e52d27d550c788,Psoriasis,imcluster_840ab0c63832388c,CHEMBL4297865,ABIVERTINIB,4,Tier 2,JAK1,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,4,"{""canonical_drug_id"": ""CHEMBL4297865"", ""cluster"": ""0"", ""cluster_n_images"": ""41"", ""drug_name"": ""ABIVERTINIB"", ""drug_rank"": ""4"", ""linkage_hypothesis"": ""Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis."", ""psoriasis_4tier"": ""Tier 2"", ""target_axis"": ""JAK1""}"
