cluster_id,evidence_id,disease_id,source_file
imcluster_6893ea6ac1e4cef6,imev_51d5f9f4f321d2ad,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_0bbbf91b525a9986,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_8be87a87f170cfe0,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_b7f989556c5d834e,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_ae3fdad2705ddde7,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_d0f7030d6984cf6e,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_606f630d8218e976,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_d623c75564ab88e6,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_f2bc36ea51dd96ef,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_69f31446fe7bec1f,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_985c50b34ba609d8,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_28cc7a0962ef60c3,HNSC,HNSC_drug_linkage.csv
imcluster_6893ea6ac1e4cef6,imev_cd350cd617395a5d,HNSC,HNSC_drug_linkage.csv
imcluster_e42c1c61aafe2268,imev_27405ecc1df989d6,IPF,IPF_drug_linkage.md
imcluster_e42c1c61aafe2268,imev_3523cce7d37f07ed,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_72f485016846bb67,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_db174baa92e8925b,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_f97ebb1277a7bfc2,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_7d35d67f07341179,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_7f6e450aeb220abf,IPF,IPF_drug_linkage.md
imcluster_c90733dce2ac04ff,imev_0fee0ec37717699e,IPF,IPF_drug_linkage.md
imcluster_80109e833c9a6d00,imev_4275259c9c0cc6a1,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_244b08af8afeabe8,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_1f69b40f9892cb3d,LUNG,LUNG_drug_linkage.csv
imcluster_80109e833c9a6d00,imev_b4f1c7db93b11e94,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_826b7c15e46a2c62,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_7fbebff7797841f7,LUNG,LUNG_drug_linkage.csv
imcluster_80109e833c9a6d00,imev_69a5c7c637835703,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_782ab1a34b957c78,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_9b851be65f7d1794,LUNG,LUNG_drug_linkage.csv
imcluster_80109e833c9a6d00,imev_ef7712d5a5a5ad86,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_9ca60d59ac1fa2f1,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_6562cf382bc883c0,LUNG,LUNG_drug_linkage.csv
imcluster_80109e833c9a6d00,imev_7404187618480944,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_fdb9ebf1e6b92bb3,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_90fcaabe35449a82,LUNG,LUNG_drug_linkage.csv
imcluster_80109e833c9a6d00,imev_1407445467a76855,LUNG,LUNG_drug_linkage.csv
imcluster_6d2f7c0f3eab8f12,imev_7006a44cf16fe0bb,LUNG,LUNG_drug_linkage.csv
imcluster_5baab8a67cdd0fdf,imev_cfd18d05557bee96,LUNG,LUNG_drug_linkage.csv
imcluster_6515ba94f529f557,imev_5e85d7c3083fe7bd,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_cd470871accd6f94,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_09c3ad489045368d,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_6b9bff8ee5511343,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_e1c61e8dbabebf2a,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_558d263a2ac14487,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_e213e37e32194e7b,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_e2dd082587c7b42f,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_1c425300bc99ce80,Liver,Liver_drug_linkage.csv
imcluster_6515ba94f529f557,imev_9b6884f5eedf8443,Liver,Liver_drug_linkage.csv
imcluster_fb27ef85fb186089,imev_ab5c023826473e69,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_b9acf12a81e71ca1,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_3c7e22b79fa6b88e,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_b6520294c094a48a,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_75ca0111eb7b5902,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_a92c1d4e13af5327,PAH,PAH_drug_linkage.md
imcluster_fb27ef85fb186089,imev_a7e07f486618b75e,PAH,PAH_drug_linkage.md
imcluster_35d740581854a27b,imev_bc3c7faad33a03e9,PAH,PAH_drug_linkage.md
imcluster_35d740581854a27b,imev_b8fb15458907e33b,PAH,PAH_drug_linkage.md
imcluster_35d740581854a27b,imev_f302e93a36e73d6f,PAH,PAH_drug_linkage.md
imcluster_35d740581854a27b,imev_1d9c42863cd193dc,PAH,PAH_drug_linkage.md
imcluster_ea1b0c9372d83f8b,imev_4899343e1aad6bf7,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_f21cb4f906afc44b,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_e16264ca597d7ad7,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_a6cc5493871617ed,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_e1fff999b86a6b14,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_012ab437b4b1cc75,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_b7d400856fd911a5,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_8c0144273fab3fe3,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_101937a0ad6eb1c4,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_1e3dd2847ceadc2f,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_3e7b99bbcd716613,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_0c7f6f1a6f2ce419,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_0e5a1e6750d94f92,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_7607bc664a2a5195,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_1c27faf184d024de,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_abdd97ec2afbec7e,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_51a9f7e2adc848f6,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_091d625162b4e472,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_84fe336d6d45f3eb,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_2e10430d428da9a0,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_fc7dabdee47e9130,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_7adc3af3435c4cc8,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_b3def510d078ee83,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_e71878cc46634daa,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_c10f8482bf0fe7fd,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_530a57e5716da8d8,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_68d93c2634e6b3c7,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_1427fee2bf4d0464,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_976eb8431428b65f,PDAC,PDAC_drug_linkage.csv
imcluster_ea1b0c9372d83f8b,imev_ab4d9a599181e69f,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_2be434da18f3573c,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_fd9e11d1fe4f62fe,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_98ce5b893d3525cf,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_adf0183fdb1bf07a,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_0c2adec84b690c0b,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_28aa42ba45419210,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_97280061a1b978fb,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_6304ba9077505ff2,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_693d55118d484190,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_6cca6827ce438f03,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_7638cee30df4b136,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_fc6b0213d55d4c0d,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_a77917f940fe3388,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_81f21cc36f748599,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_13d978a59fb07ba1,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_75ef9b98979ae2c7,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_abf5230138195103,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_330ba604834ce5ce,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_ead65d2a397e5207,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_b549dd841d0578e8,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_0662859b5c54d63e,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_d2c76e91891fd107,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_925dfa4b57e76be8,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_d08926ace201c282,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_ccefbd0cb622f27e,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_8bac0cc073204226,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_713c14972360a556,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_9154287ba0a5f758,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_df2577b3a92f0012,PDAC,PDAC_drug_linkage.csv
imcluster_6f021bb02f82e334,imev_2101d77d0c3e6f58,PDAC,PDAC_drug_linkage.csv
imcluster_840ab0c63832388c,imev_f75198b4df20bab3,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_37915b6ff33c0160,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_4c3cb2a91f5b0567,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_70e52d27d550c788,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_d46b9835f7895806,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_a1cc75828ad6fce7,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_07416c11ec2f4fbf,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_3cc5e1adb8c09328,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_41c672771f45091f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_a6f28a7d996cc4e0,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_344d23a7b4e6f8a2,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_5e10492886d7325a,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_9608cc294cbda497,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_1fd0ca30c6d98fec,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_dd0e4e699c4e756b,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_fe36d5e2410bd9d5,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_4605f538c1970622,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_761efb6e29a166b0,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_78c2c0ee013a388a,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_13a796958e41071f,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_c71a7b376a4ca7d7,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_1f55090039a2eaf3,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_12c784737bb70df5,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_1c09804f6b9216d3,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_a37a91dcffbe8ea9,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_fba5bb112acce41d,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_9603cb50c2ba8163,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_262afd768d8d0ce4,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_97f140fd3dcd6747,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_840ab0c63832388c,imev_c7ded020e3426545,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_1ba7a99bcec5f613,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_8b7a54dc4912931b,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_51f4c5e5269af5a1,Psoriasis,Psoriasis_drug_linkage.csv
imcluster_d7ef8b159f54dbab,imev_e0c755b88d2f23d1,Psoriasis,Psoriasis_drug_linkage.csv
