evidence_id,disease_id,cluster_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,match_status,canonical_drug_id
imev_068818bdf5bd81c0,Psoriasis,imcluster_d7ef8b159f54dbab,ATINVICITINIB,13,Tier 2,JAK3,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_1f9f078cd64a5181,Psoriasis,imcluster_d7ef8b159f54dbab,CERDULATINIB,14,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_7d39d8c9b73946a3
imev_a31428c83c882dfe,Psoriasis,imcluster_d7ef8b159f54dbab,LONDAMOCITINIB,15,Tier 2,JAK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_ea72f3823392b32c,Psoriasis,imcluster_d7ef8b159f54dbab,IBERDOMIDE,16,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_e31f8ab133e9cdba
imev_d635abf42f7ec982,Psoriasis,imcluster_d7ef8b159f54dbab,BARICITINIB,17,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_48c33381342f928d
imev_71d00cd13afdee80,Psoriasis,imcluster_d7ef8b159f54dbab,PEFICITINIB,18,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_86683458b87a205d
imev_cb080b0809607b3d,Psoriasis,imcluster_d7ef8b159f54dbab,FEDRATINIB,19,Tier 2,JAK3,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_575c6385c524f680
imev_8be3f91193bd4ae0,Psoriasis,imcluster_d7ef8b159f54dbab,UPADACITINIB,20,Tier 2,TYK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_5327ddd6a8dfd4ff
imev_9dfb4f3930a1e654,Psoriasis,imcluster_d7ef8b159f54dbab,LESTAURTINIB,21,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_7ed2f6a915a50c33,Psoriasis,imcluster_d7ef8b159f54dbab,JNJ-7706621,22,Tier 2,JAK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,evidence_only,cdrug_93ce5173efc14556
imev_231c6a2c6002c976,Psoriasis,imcluster_d7ef8b159f54dbab,PACRITINIB,23,Tier 2,JAK1,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_53c80a3c0d50123d
imev_b48ff3331dc4c70c,Psoriasis,imcluster_d7ef8b159f54dbab,AT-9283,24,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fd8b3b58802cb6f2
imev_89be96770c066f09,Psoriasis,imcluster_d7ef8b159f54dbab,REPOTRECTINIB,25,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_941e9bd7e38f28d8
imev_654a774f5032c69f,Psoriasis,imcluster_d7ef8b159f54dbab,BMS-911543,26,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fe58aa8064b2e87b
imev_7a71c604e1bc6ee5,Psoriasis,imcluster_d7ef8b159f54dbab,DECERNOTINIB,27,Tier 2,TYK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f118c0b3ad3f6604
imev_2b88a78ea471b02c,Psoriasis,imcluster_d7ef8b159f54dbab,CDP840,28,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_89d09223375c0b66
imev_162bc8186afdbb62,Psoriasis,imcluster_d7ef8b159f54dbab,MOMELOTINIB,29,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_bfd53d5593322ba1
imev_66603ba994dcfa00,Psoriasis,imcluster_d7ef8b159f54dbab,TOFACITINIB CITRATE,30,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_ecb3d246aaa957c5,Psoriasis,imcluster_db20d78e4ea7ee7d,RUXOLITINIB,1,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_87eddf40d2428cb6,Psoriasis,imcluster_db20d78e4ea7ee7d,PICLAMILAST,2,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_9373a673e47eb859
imev_d9022e430ba73272,Psoriasis,imcluster_db20d78e4ea7ee7d,STAUROSPORINE,3,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_acce18ca74eefdcc,Psoriasis,imcluster_db20d78e4ea7ee7d,ABIVERTINIB,4,Tier 2,JAK1,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_2b8f9d471213f22f,Psoriasis,imcluster_db20d78e4ea7ee7d,ROFLUMILAST,5,Tier 1,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_c3144dbb448019d0
imev_898fd8de210e9bef,Psoriasis,imcluster_db20d78e4ea7ee7d,BMS-986202,6,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_1b002a0118c221e9
imev_0c616053a1539081,Psoriasis,imcluster_db20d78e4ea7ee7d,AZD-1480,7,Tier 2,JAK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_43ad7c4dfee75762,Psoriasis,imcluster_db20d78e4ea7ee7d,DEUCRAVACITINIB,8,Tier 1,JAK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_9d0dd68c5d51cf92
imev_5094a71f5b6a3aed,Psoriasis,imcluster_db20d78e4ea7ee7d,TOFACITINIB,9,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_fa9fad114e37d736,Psoriasis,imcluster_db20d78e4ea7ee7d,NS-018,10,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_a51babb863e85281,Psoriasis,imcluster_db20d78e4ea7ee7d,RITLECITINIB,11,Tier 2,JAK1,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_b5ca35ac2b9b34ae
imev_e315ec8789d7c52d,Psoriasis,imcluster_db20d78e4ea7ee7d,UK-500001,12,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_68e82574589d0333
imev_1cf506715b1b1f40,Psoriasis,imcluster_db20d78e4ea7ee7d,ATINVICITINIB,13,Tier 2,JAK3,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_a70c3b88ebfb3236,Psoriasis,imcluster_db20d78e4ea7ee7d,CERDULATINIB,14,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_7d39d8c9b73946a3
imev_6be768170c6c1bde,Psoriasis,imcluster_db20d78e4ea7ee7d,LONDAMOCITINIB,15,Tier 2,JAK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_5f1450b2cea6eb1e,Psoriasis,imcluster_db20d78e4ea7ee7d,IBERDOMIDE,16,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_e31f8ab133e9cdba
imev_ae30d8ccf494b39f,Psoriasis,imcluster_db20d78e4ea7ee7d,BARICITINIB,17,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_48c33381342f928d
imev_e2e4fa99bcbb1619,Psoriasis,imcluster_db20d78e4ea7ee7d,PEFICITINIB,18,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_86683458b87a205d
imev_1909c8fbc621c519,Psoriasis,imcluster_db20d78e4ea7ee7d,FEDRATINIB,19,Tier 2,JAK3,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_575c6385c524f680
imev_e834fc1ce339bc65,Psoriasis,imcluster_db20d78e4ea7ee7d,UPADACITINIB,20,Tier 2,TYK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_5327ddd6a8dfd4ff
imev_e8347e12befe5468,Psoriasis,imcluster_db20d78e4ea7ee7d,LESTAURTINIB,21,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_7a48676a37fce249,Psoriasis,imcluster_db20d78e4ea7ee7d,JNJ-7706621,22,Tier 2,JAK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,evidence_only,cdrug_93ce5173efc14556
imev_b1583c8fb3f9a8b3,Psoriasis,imcluster_db20d78e4ea7ee7d,PACRITINIB,23,Tier 2,JAK1,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_53c80a3c0d50123d
imev_3147767436c91ef8,Psoriasis,imcluster_db20d78e4ea7ee7d,AT-9283,24,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fd8b3b58802cb6f2
imev_b17102f06f4b84bf,Psoriasis,imcluster_db20d78e4ea7ee7d,REPOTRECTINIB,25,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_941e9bd7e38f28d8
imev_6a1e17f3b53a08ce,Psoriasis,imcluster_db20d78e4ea7ee7d,BMS-911543,26,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fe58aa8064b2e87b
imev_97deffb6acbd2d2e,Psoriasis,imcluster_db20d78e4ea7ee7d,DECERNOTINIB,27,Tier 2,TYK2,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f118c0b3ad3f6604
imev_d9ec8e8ce7d2c4e8,Psoriasis,imcluster_db20d78e4ea7ee7d,CDP840,28,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_89d09223375c0b66
imev_0fda70c1f852771f,Psoriasis,imcluster_db20d78e4ea7ee7d,MOMELOTINIB,29,Tier 3,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_bfd53d5593322ba1
imev_c1d903dc88036ce6,Psoriasis,imcluster_db20d78e4ea7ee7d,TOFACITINIB CITRATE,30,Tier 2,,,Cluster 2 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_beb4c0688f4eacfa,Psoriasis,imcluster_e3a11e1a6c3719d7,RUXOLITINIB,1,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_9f423670a388d501,Psoriasis,imcluster_e3a11e1a6c3719d7,PICLAMILAST,2,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_9373a673e47eb859
imev_cf0f6f561f3d6124,Psoriasis,imcluster_e3a11e1a6c3719d7,STAUROSPORINE,3,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_f96bd0bf76a27530,Psoriasis,imcluster_e3a11e1a6c3719d7,ABIVERTINIB,4,Tier 2,JAK1,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_ff5457ed01ac0204,Psoriasis,imcluster_e3a11e1a6c3719d7,ROFLUMILAST,5,Tier 1,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_c3144dbb448019d0
imev_04a8e65a7d7a13df,Psoriasis,imcluster_e3a11e1a6c3719d7,BMS-986202,6,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_1b002a0118c221e9
imev_194a391a3638700f,Psoriasis,imcluster_e3a11e1a6c3719d7,AZD-1480,7,Tier 2,JAK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_112fc343e4e3a98f,Psoriasis,imcluster_e3a11e1a6c3719d7,DEUCRAVACITINIB,8,Tier 1,JAK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_9d0dd68c5d51cf92
imev_42c9a3c09b42c51d,Psoriasis,imcluster_e3a11e1a6c3719d7,TOFACITINIB,9,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_43832271998a34d2,Psoriasis,imcluster_e3a11e1a6c3719d7,NS-018,10,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_7e8dbc7c22ddbf58,Psoriasis,imcluster_e3a11e1a6c3719d7,RITLECITINIB,11,Tier 2,JAK1,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_b5ca35ac2b9b34ae
imev_c6899fb9a5be023e,Psoriasis,imcluster_e3a11e1a6c3719d7,UK-500001,12,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_68e82574589d0333
imev_1e9a75320544c153,Psoriasis,imcluster_e3a11e1a6c3719d7,ATINVICITINIB,13,Tier 2,JAK3,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_f859a8433564e8b7,Psoriasis,imcluster_e3a11e1a6c3719d7,CERDULATINIB,14,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_7d39d8c9b73946a3
imev_077837e1e89db3fd,Psoriasis,imcluster_e3a11e1a6c3719d7,LONDAMOCITINIB,15,Tier 2,JAK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_7dbf843599da2903,Psoriasis,imcluster_e3a11e1a6c3719d7,IBERDOMIDE,16,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_e31f8ab133e9cdba
imev_7f09ce58fc63f905,Psoriasis,imcluster_e3a11e1a6c3719d7,BARICITINIB,17,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_48c33381342f928d
imev_2bf0f07574229a6f,Psoriasis,imcluster_e3a11e1a6c3719d7,PEFICITINIB,18,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_86683458b87a205d
imev_da27cb7b8a57ff6e,Psoriasis,imcluster_e3a11e1a6c3719d7,FEDRATINIB,19,Tier 2,JAK3,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_575c6385c524f680
imev_60b4260ebae0a8f2,Psoriasis,imcluster_e3a11e1a6c3719d7,UPADACITINIB,20,Tier 2,TYK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_5327ddd6a8dfd4ff
imev_49915b9585997e36,Psoriasis,imcluster_e3a11e1a6c3719d7,LESTAURTINIB,21,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_b4d3cb2d99c2ab92,Psoriasis,imcluster_e3a11e1a6c3719d7,JNJ-7706621,22,Tier 2,JAK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,evidence_only,cdrug_93ce5173efc14556
imev_0a38319e8d42dba1,Psoriasis,imcluster_e3a11e1a6c3719d7,PACRITINIB,23,Tier 2,JAK1,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_53c80a3c0d50123d
imev_dbbcc55143de5bd2,Psoriasis,imcluster_e3a11e1a6c3719d7,AT-9283,24,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fd8b3b58802cb6f2
imev_3b44ae0fc25c9946,Psoriasis,imcluster_e3a11e1a6c3719d7,REPOTRECTINIB,25,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_941e9bd7e38f28d8
imev_d888710839e5d853,Psoriasis,imcluster_e3a11e1a6c3719d7,BMS-911543,26,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fe58aa8064b2e87b
imev_fd2a41864087954e,Psoriasis,imcluster_e3a11e1a6c3719d7,DECERNOTINIB,27,Tier 2,TYK2,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f118c0b3ad3f6604
imev_ebdc894aa1198db7,Psoriasis,imcluster_e3a11e1a6c3719d7,CDP840,28,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_89d09223375c0b66
imev_cb404aab0892d7d2,Psoriasis,imcluster_e3a11e1a6c3719d7,MOMELOTINIB,29,Tier 3,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_bfd53d5593322ba1
imev_4d7c83433fd7709a,Psoriasis,imcluster_e3a11e1a6c3719d7,TOFACITINIB CITRATE,30,Tier 2,,,Cluster 3 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_d3f9a473bc773547,RA,imcluster_bf3b193dd6b7d10a,RUXOLITINIB,1,tier1_reference_anchor,JAK/STAT inflammatory axis,,RUXOLITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_d3fe5166abeeb97e,RA,imcluster_bf3b193dd6b7d10a,TOFACITINIB,12,tier1_reference_anchor,JAK/STAT inflammatory axis,,TOFACITINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_e19c103b020e9ddb,RA,imcluster_bf3b193dd6b7d10a,IBRUTINIB,2,tier2_cross_model_supported,B-cell / BTK axis,,IBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_5171ad46a038c047
imev_fa69b0f84d75d89b,RA,imcluster_bf3b193dd6b7d10a,BRANEBRUTINIB,3,tier2_cross_model_supported,B-cell / BTK axis,,BRANEBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_d2710deb05a2dc71
imev_ebcac05a3d1894d9,RA,imcluster_bf3b193dd6b7d10a,LUXEPTINIB,4,tier2_cross_model_supported,B-cell / BTK axis,,LUXEPTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_c1fbc2e27a32152b
imev_094027e05126e003,RA,imcluster_bf3b193dd6b7d10a,STAUROSPORINE,4,tier2_cross_model_supported,broad kinase; research-only signal,,STAUROSPORINE fits the highest erosion burden cluster through broad kinase; research-only signal; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_271fc6dc53fb186c,RA,imcluster_bf3b193dd6b7d10a,AZD-1480,6,tier2_cross_model_supported,JAK/STAT inflammatory axis,,AZD-1480 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_57e7ec7654c0c4d5,RA,imcluster_bf3b193dd6b7d10a,NS-018,7,tier2_cross_model_supported,JAK/STAT inflammatory axis,,NS-018 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_352b0a2fbf6e26f8,RA,imcluster_bf3b193dd6b7d10a,NEMTABRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,NEMTABRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_d7c443e54c9eadf0
imev_c82a0f4ec6ceb606,RA,imcluster_bf3b193dd6b7d10a,ZANUBRUTINIB,8,tier2_cross_model_supported,B-cell / BTK axis,,ZANUBRUTINIB fits the highest erosion burden cluster through B-cell / BTK axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_63bd67f24b93fc34
imev_816d8c2a79124c15,RA,imcluster_bf3b193dd6b7d10a,BMS-986142,9,tier2_cross_model_supported,JAK/STAT inflammatory axis,,BMS-986142 fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_3edfd50510eef142
imev_2e9c48b5d3d45a6d,RA,imcluster_bf3b193dd6b7d10a,SOFNOBRUTINIB,9,tier2_cross_model_supported,RA inflammatory kinase axis,,SOFNOBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_8f45a22f1db916b3
imev_fa8ab2096b83b614,RA,imcluster_bf3b193dd6b7d10a,ABIVERTINIB,10,tier2_cross_model_supported,JAK/STAT inflammatory axis,,ABIVERTINIB fits the highest erosion burden cluster through JAK/STAT inflammatory axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_c1dcc81778168bad,RA,imcluster_bf3b193dd6b7d10a,ATINVICITINIB,12,tier2_cross_model_supported,RA inflammatory kinase axis,,ATINVICITINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_7a6cd0098f0a9a57,RA,imcluster_bf3b193dd6b7d10a,MILREBRUTINIB,14,tier2_cross_model_supported,RA inflammatory kinase axis,,MILREBRUTINIB fits the highest erosion burden cluster through RA inflammatory kinase axis; validate against RA radiographic progression cohorts.,RA_drug_linkage.csv,matched,cdrug_6564ca080d113c11
