Rank,ChEMBL_ID,Drug_Name,Model_Rank,drug_level_score,Primary_Target,max_phase,Source,Tier,Tier_Description,SMILES,assay,task_type,predicted_value,admet_value,probability_positive
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,solubility_aqsoldb,regression,-4.180147995790398,-4.180147995790398,
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,solubility_aqsoldb,regression,-3.8199666876288445,-3.8199666876288445,
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,solubility_aqsoldb,regression,-3.328252906856785,-3.328252906856785,
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,solubility_aqsoldb,regression,-3.2612407431046124,-3.2612407431046124,
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,solubility_aqsoldb,regression,-3.4994705279448186,-3.4994705279448186,
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,solubility_aqsoldb,regression,-2.59228375503748,-2.59228375503748,
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,solubility_aqsoldb,regression,-4.9410285626161246,-4.9410285626161246,
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,solubility_aqsoldb,regression,-4.881037129169854,-4.881037129169854,
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,solubility_aqsoldb,regression,-2.8901189801281766,-2.8901189801281766,
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,solubility_aqsoldb,regression,-4.027524865255589,-4.027524865255589,
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,solubility_aqsoldb,regression,-2.400576511751854,-2.400576511751854,
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,solubility_aqsoldb,regression,-4.579174199051438,-4.579174199051438,
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,solubility_aqsoldb,regression,-4.010060273514205,-4.010060273514205,
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,solubility_aqsoldb,regression,-6.744736893026866,-6.744736893026866,
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,solubility_aqsoldb,regression,-3.3899085822731037,-3.3899085822731037,
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,solubility_aqsoldb,regression,-3.8365130546516375,-3.8365130546516375,
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,ppbr_az,regression,82.01790108225106,82.01790108225106,
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,ppbr_az,regression,78.24422597883611,78.24422597883611,
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,ppbr_az,regression,77.58524469576733,77.58524469576733,
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,ppbr_az,regression,79.77514477513235,79.77514477513235,
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,ppbr_az,regression,89.5117052705627,89.5117052705627,
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,ppbr_az,regression,78.52984194684952,78.52984194684952,
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,ppbr_az,regression,75.96512564814813,75.96512564814813,
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,ppbr_az,regression,91.25620216209717,91.25620216209717,
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,ppbr_az,regression,90.97325463869458,90.97325463869458,
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,ppbr_az,regression,90.08401641654638,90.08401641654638,
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,ppbr_az,regression,88.4140665994191,88.4140665994191,
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,ppbr_az,regression,81.52654949855706,81.52654949855706,
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,ppbr_az,regression,88.27349023088024,88.27349023088024,
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,ppbr_az,regression,78.94435121693128,78.94435121693128,
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,ppbr_az,regression,81.49791654761898,81.49791654761898,
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,ppbr_az,regression,90.78181191077438,90.78181191077438,
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,ppbr_az,regression,79.88447135161138,79.88447135161138,
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,ppbr_az,regression,82.78135455266958,82.78135455266958,
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,ppbr_az,regression,89.47597796897543,89.47597796897543,
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,ppbr_az,regression,76.36864623977874,76.36864623977874,
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,ppbr_az,regression,89.47984901635404,89.47984901635404,
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,ppbr_az,regression,93.63842056878306,93.63842056878306,
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,ppbr_az,regression,71.54129710317461,71.54129710317461,
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,ppbr_az,regression,87.44815784151035,87.44815784151035,
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,ppbr_az,regression,63.96423506003258,63.96423506003258,
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,ppbr_az,regression,93.34016480158735,93.34016480158735,
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ppbr_az,regression,87.18923343915353,87.18923343915353,
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,ppbr_az,regression,97.97328544973536,97.97328544973536,
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,ppbr_az,regression,88.83468776455032,88.83468776455032,
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,ppbr_az,regression,86.56574309523813,86.56574309523813,
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2c9_veith,classification,,0.2994841517451987,0.2994841517451987
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,cyp2c9_veith,classification,,0.356600982482663,0.356600982482663
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,cyp2c9_veith,classification,,0.3529474892409145,0.3529474892409145
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2c9_veith,classification,,0.3389070558015012,0.3389070558015012
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,cyp2c9_veith,classification,,0.4173741369943185,0.4173741369943185
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,cyp2c9_veith,classification,,0.3378190759031368,0.3378190759031368
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,cyp2c9_veith,classification,,0.2134608643568514,0.2134608643568514
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,cyp2c9_veith,classification,,0.39848044098941365,0.39848044098941365
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,cyp2c9_veith,classification,,0.41071797761742496,0.41071797761742496
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,cyp2c9_veith,classification,,0.43658497875130914,0.43658497875130914
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,cyp2c9_veith,classification,,0.40698319661042687,0.40698319661042687
12,CHEMBL6064726,Unnamed JAK1 preclinical compound,12,-4.359809607582895,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1cc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cnc1OC,cyp2c9_veith,classification,,0.36999479162793564,0.36999479162793564
13,CHEMBL6031741,Unnamed JAK1 preclinical compound,13,-4.356020368196619,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C(F)(F)F)n1,cyp2c9_veith,classification,,0.43551483041057226,0.43551483041057226
14,CHEMBL6017191,Unnamed JAK1 preclinical compound,14,-4.35523455739966,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2c9_veith,classification,,0.29693656056056394,0.29693656056056394
15,CHEMBL3652403,Unnamed JAK1 preclinical compound,15,-4.344067383277476,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OC(=O)C(C)(C)C)C2)CC1,cyp2c9_veith,classification,,0.42662263471591677,0.42662263471591677
16,CHEMBL5931590,Unnamed JAK1 preclinical compound,16,-4.334092272426654,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cc1ccccc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2c9_veith,classification,,0.38426062265943856,0.38426062265943856
17,CHEMBL6065435,Unnamed JAK1 preclinical compound,17,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,cyp2c9_veith,classification,,0.3484621890040073,0.3484621890040073
18,CHEMBL5950639,Unnamed JAK1 preclinical compound,18,-4.333881007839489,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CCOc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2c9_veith,classification,,0.44654632513079745,0.44654632513079745
19,CHEMBL5890561,Unnamed JAK1 preclinical compound,19,-4.331007231883612,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1ncc2ccc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)cc21,cyp2c9_veith,classification,,0.39184850037023194,0.39184850037023194
20,CHEMBL3652410,Unnamed JAK1 preclinical compound,20,-4.316552930478186,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1CC[C@H](CS(=O)(=O)N2CCC[C@@H](OP(=O)(O)O)C2)CC1,cyp2c9_veith,classification,,0.24633925032263373,0.24633925032263373
21,CHEMBL502835,Nintedanib,8350,-1.13900439821085,PDGFRB,17.828125,clinical_ipf,Tier1,IPF approved/reference drug,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,cyp2c9_veith,classification,,0.6706541218145358,0.6706541218145358
22,CHEMBL1171837,Ponatinib,887,-3.2458617673888663,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,cyp2c9_veith,classification,,0.5772223076905441,0.5772223076905441
23,CHEMBL495727,AT-9283,835,-3.279430904509071,FGFR2,,clinical_repur,Tier2,Approved or clinical repurposing candidate,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,cyp2c9_veith,classification,,0.38762873311294316,0.38762873311294316
24,CHEMBL1789941,Ruxolitinib,2001,-2.739619827189386,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,cyp2c9_veith,classification,,0.3336183960114683,0.3336183960114683
25,CHEMBL221959,Tofacitinib,2885,-2.464100708535658,JAK1,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,cyp2c9_veith,classification,,0.18230179240774558,0.18230179240774558
26,CHEMBL477772,Pazopanib,12419,-0.3689907468086709,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,cyp2c9_veith,classification,,0.4899623334631314,0.4899623334631314
27,CHEMBL535,Sunitinib,13857,-0.1375403344708105,PDGFRB,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,cyp2c9_veith,classification,,0.43526055414704945,0.43526055414704945
28,CHEMBL1336,Sorafenib,14031,-0.1196366092660834,KDR,17.828125,clinical_repur,Tier2,Approved or clinical repurposing candidate,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,cyp2c9_veith,classification,,0.7025362522795313,0.7025362522795313
29,CHEMBL5769608,TGFBR1 lead compound,1015,-3.157977318757388,TGFBR1,,preclinical_lead,Tier4,Unnamed or preclinical lead,CC(=O)Nc1cc(Nc2nc(-c3ccccn3)nn3ccc(CN4CCOCC4)c23)ccn1,cyp2c9_veith,classification,,0.5781594546037684,0.5781594546037684
30,CHEMBL1784637,PDGFRA lead compound,950,-3.20412907579738,PDGFRA,,preclinical_lead,Tier4,Unnamed or preclinical lead,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,cyp2c9_veith,classification,,0.4697831505579354,0.4697831505579354
1,CHEMBL6059683,Unnamed JAK1 preclinical compound,1,-4.404797301413812,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CC[C@@H](C)CS(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,cyp2c9_substrate_carbonmangels,classification,,0.21751022642757467,0.21751022642757467
2,CHEMBL5945428,Unnamed JAK1 preclinical compound,2,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccncc2)C1,cyp2c9_substrate_carbonmangels,classification,,0.3382897397152667,0.3382897397152667
3,CHEMBL6020772,Unnamed JAK1 preclinical compound,3,-4.402420762619502,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccnc2)C1,cyp2c9_substrate_carbonmangels,classification,,0.3904789585845842,0.3904789585845842
4,CHEMBL5956808,Unnamed JAK1 preclinical compound,4,-4.399579280076667,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,cyp2c9_substrate_carbonmangels,classification,,0.3228416912214072,0.3228416912214072
5,CHEMBL6021211,Unnamed JAK1 preclinical compound,5,-4.387690687283208,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,Cn1cc2cc(S(=O)(=O)C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C3)ccc2n1,cyp2c9_substrate_carbonmangels,classification,,0.3255930348716508,0.3255930348716508
6,CHEMBL5777052,Unnamed JAK1 preclinical compound,6,-4.372804416520248,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cncc(F)c2)C1,cyp2c9_substrate_carbonmangels,classification,,0.36265894002623417,0.36265894002623417
7,CHEMBL3652405,Unnamed JAK1 preclinical compound,7,-4.372175927193261,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1,cyp2c9_substrate_carbonmangels,classification,,0.25605058962684174,0.25605058962684174
8,CHEMBL5885656,Unnamed JAK1 preclinical compound,8,-4.372069936947769,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cccc3ncccc23)C1,cyp2c9_substrate_carbonmangels,classification,,0.29925051669596686,0.29925051669596686
9,CHEMBL5883265,Unnamed JAK1 preclinical compound,9,-4.36987363523634,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2ccccc2Cl)C1,cyp2c9_substrate_carbonmangels,classification,,0.3477273371183478,0.3477273371183478
10,CHEMBL5784853,Unnamed JAK1 preclinical compound,10,-4.369612369501382,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,COc1ccc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cc1,cyp2c9_substrate_carbonmangels,classification,,0.34665082525530533,0.34665082525530533
11,CHEMBL5749084,Unnamed JAK1 preclinical compound,11,-4.363156678771032,JAK1,,model_top20,Tier4,Unnamed or preclinical lead,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](CS(=O)(=O)c2cnc3ccoc3c2)C1,cyp2c9_substrate_carbonmangels,classification,,0.34921482550158256,0.34921482550158256
