disease,candidate_score,match_tags,key,size,last_modified
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/cv/predictions.csv,10846926,2026-04-28T11:05:30+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/groupcv/predictions.csv,12094118,2026-04-28T11:05:31+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/holdout/predictions.csv,2269586,2026-04-28T11:05:32+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/scaffoldcv/predictions.csv,12846050,2026-04-28T11:05:32+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/unseen_drug/predictions.csv,2370231,2026-04-28T11:05:33+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/CrossAttention/cv/predictions.csv,390321,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/CrossAttention/groupcv/predictions.csv,441272,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/CrossAttention/holdout/predictions.csv,82420,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/CrossAttention/scaffoldcv/predictions.csv,471565,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/CrossAttention/unseen_drug/predictions.csv,86517,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FTTransformer/cv/predictions.csv,385561,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FTTransformer/groupcv/predictions.csv,437099,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FTTransformer/holdout/predictions.csv,81162,2026-04-28T11:05:34+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FTTransformer/scaffoldcv/predictions.csv,467097,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FTTransformer/unseen_drug/predictions.csv,85533,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FlatMLP/cv/predictions.csv,354384,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FlatMLP/groupcv/predictions.csv,406218,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FlatMLP/holdout/predictions.csv,75269,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FlatMLP/scaffoldcv/predictions.csv,437035,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/FlatMLP/unseen_drug/predictions.csv,79705,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/ResidualMLP/cv/predictions.csv,374784,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/ResidualMLP/groupcv/predictions.csv,426091,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/ResidualMLP/holdout/predictions.csv,79344,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/ResidualMLP/scaffoldcv/predictions.csv,457915,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/ResidualMLP/unseen_drug/predictions.csv,83555,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabNet/cv/predictions.csv,349581,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabNet/groupcv/predictions.csv,400736,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabNet/holdout/predictions.csv,74089,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabNet/scaffoldcv/predictions.csv,432021,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabNet/unseen_drug/predictions.csv,78524,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabTransformer/cv/predictions.csv,390932,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabTransformer/groupcv/predictions.csv,441178,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabTransformer/holdout/predictions.csv,82501,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabTransformer/scaffoldcv/predictions.csv,472215,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/TabTransformer/unseen_drug/predictions.csv,86569,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/WideDeep/cv/predictions.csv,360381,2026-04-28T11:05:35+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/WideDeep/groupcv/predictions.csv,411309,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/WideDeep/holdout/predictions.csv,76097,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/WideDeep/scaffoldcv/predictions.csv,441993,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2A_numeric/WideDeep/unseen_drug/predictions.csv,80421,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/cv/predictions.csv,426870,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/groupcv/predictions.csv,478291,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/holdout/predictions.csv,89663,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/scaffoldcv/predictions.csv,508206,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/unseen_drug/predictions.csv,93328,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/cv/predictions.csv,421484,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/groupcv/predictions.csv,472653,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/holdout/predictions.csv,88777,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/scaffoldcv/predictions.csv,503259,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/unseen_drug/predictions.csv,92382,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/cv/predictions.csv,391123,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/groupcv/predictions.csv,441965,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/holdout/predictions.csv,82455,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/scaffoldcv/predictions.csv,472393,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/unseen_drug/predictions.csv,86600,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/cv/predictions.csv,412047,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/groupcv/predictions.csv,462368,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/holdout/predictions.csv,86703,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/scaffoldcv/predictions.csv,492665,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/unseen_drug/predictions.csv,90562,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/cv/predictions.csv,385866,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/groupcv/predictions.csv,437432,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/holdout/predictions.csv,81474,2026-04-28T11:05:36+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/scaffoldcv/predictions.csv,467807,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/unseen_drug/predictions.csv,85668,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/cv/predictions.csv,426905,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/groupcv/predictions.csv,478229,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/holdout/predictions.csv,89642,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/scaffoldcv/predictions.csv,508479,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/unseen_drug/predictions.csv,93289,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/cv/predictions.csv,396346,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/groupcv/predictions.csv,446854,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/holdout/predictions.csv,83571,2026-04-28T11:05:37+00:00
BRCA,5,final,20260408_new_pre_project_biso/202604_Final_data/BRCA/20260415_preproject_choi_protocol_v1_bisotest-1/20260415_preproject_choi_protocol_v1_bisotest/results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/scaffoldcv/predictions.csv,477684,2026-04-28T11:05:37+00:00
