index,part,slide_id,source_file,tcga_case_id,best_cluster,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10
149,part02,TCGA-BH-A18S-01Z-00-DX1.B36FC684-0010-4ABB-9E25-303C8DF1C4E2,_tmp_merge_shard00/part02/slide_embedding_TCGA-BH-A18S-01Z-00-DX1.B36FC684-0010-4ABB-9E25-303C8DF1C4E2_20260430_v1.npy,TCGA-BH-A18S,C2,0.10918977,0.7741873,-2.4962628,-4.6968126,-7.0591245,-2.795,-4.237276,4.706268,-5.150389,6.145968
150,part03,TCGA-BH-A1EO-01Z-00-DX1.0E624888-D7E4-48DF-B51A-9AD8F75A66B7,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1EO-01Z-00-DX1.0E624888-D7E4-48DF-B51A-9AD8F75A66B7_20260430_v1.npy,TCGA-BH-A1EO,C2,3.7744393,19.656784,6.719975,-7.1442213,8.559395,7.0744333,-19.40458,-4.278008,-8.80137,-1.8810381
151,part03,TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1ES-01Z-00-DX1.C54C809F-748F-4BB0-B018-A8A83A4134C0_20260430_v1.npy,TCGA-BH-A1ES,C2,11.223057,9.478205,-6.86091,-5.723758,7.336018,2.2436447,-5.3462996,-13.220273,-9.280927,-1.0000421
152,part03,TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1EU-01Z-00-DX1.5A0956EF-0100-47FD-9026-1994CF22D0F1_20260430_v1.npy,TCGA-BH-A1EU,C2,12.007116,-2.7915256,-3.6478298,-12.146688,9.61084,18.61676,1.8205509,8.623569,-5.8803234,-1.3286942
153,part03,TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1EY-01Z-00-DX1.25C3DE1F-C702-4959-8DFA-69EF78AD9307_20260430_v1.npy,TCGA-BH-A1EY,C2,17.132187,0.29308805,-9.645839,-5.146039,3.5847988,3.1544116,-1.4611107,-2.006735,-8.14405,5.819431
154,part03,TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B_20260430_v1.npy,TCGA-BH-A1F5,C0,-5.7018304,27.51015,2.9133718,3.9657075,15.633694,1.0843828,-10.904433,-11.704493,-8.115383,-8.261464
155,part03,TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1F6-01Z-00-DX1.E83F0DC0-EA2C-4641-81B0-8702B9C5D579_20260430_v1.npy,TCGA-BH-A1F6,C2,0.9295107,6.7584786,-10.648629,4.1578507,5.0391726,3.7561529,-2.4072964,-4.319795,-7.702978,0.32084537
156,part03,TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1FG-01Z-00-DX1.DA665FB6-9DD9-4B18-A925-2EFD9BC4C43B_20260430_v1.npy,TCGA-BH-A1FG,C2,10.72977,6.923495,-16.017899,-5.375671,6.190244,6.0127816,-1.5604043,-3.3181713,-5.651429,1.9999365
157,part03,TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD_20260430_v1.npy,TCGA-BH-A1FM,C2,5.154968,5.7612343,-6.7696853,-5.605985,-4.083015,7.437313,-8.792889,-4.155569,-6.8045073,5.2374907
158,part03,TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F_20260430_v1.npy,TCGA-BH-A204,C2,14.064402,-2.4225476,-0.999167,-13.453778,-10.483513,0.81210065,-2.0461593,11.46056,4.423439,-7.8080535
159,part03,TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56,_tmp_merge_shard00/part03/slide_embedding_TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56_20260430_v1.npy,TCGA-BH-A2L8,C0,-17.181604,-0.22683525,-17.669796,9.132831,0.062022682,-0.9384252,4.733213,-3.0682235,1.5664738,-3.8953466
160,part03,TCGA-C8-A12K-01Z-00-DX1.D71C7974-65F7-4EF0-8FFB-9F27CEC85242,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A12K-01Z-00-DX1.D71C7974-65F7-4EF0-8FFB-9F27CEC85242_20260430_v1.npy,TCGA-C8-A12K,C2,6.526408,-2.7517207,-9.61306,-8.480349,-13.128603,1.7169641,-14.731538,0.204455,2.116866,-10.251049
161,part03,TCGA-C8-A12Y-01Z-00-DX1.A15CB3E2-E145-4C75-8FEA-1DD503CD7C20,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A12Y-01Z-00-DX1.A15CB3E2-E145-4C75-8FEA-1DD503CD7C20_20260430_v1.npy,TCGA-C8-A12Y,C2,18.488104,-3.7763991,-2.7092552,-9.164061,-0.5058251,8.637846,1.3558786,-6.83555,3.280245,-4.489481
162,part03,TCGA-C8-A133-01Z-00-DX1.AFEE2057-2793-49E4-A477-E0DE3F6C67F9,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A133-01Z-00-DX1.AFEE2057-2793-49E4-A477-E0DE3F6C67F9_20260430_v1.npy,TCGA-C8-A133,C2,24.220083,7.6792116,-6.0647645,2.1487029,1.0255252,-3.0635898,-2.9230134,-5.133205,3.0772579,8.779494
163,part03,TCGA-C8-A1HG-01Z-00-DX1.F2AB6D0F-4D6B-491F-915B-92E838E79D67,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A1HG-01Z-00-DX1.F2AB6D0F-4D6B-491F-915B-92E838E79D67_20260430_v1.npy,TCGA-C8-A1HG,C2,16.701847,-4.178197,-9.607944,-10.685185,-8.886315,0.33567104,-9.308658,-1.0405384,4.1733522,-8.819978
164,part03,TCGA-C8-A1HK-01Z-00-DX1.A15F452B-1260-4106-86D1-05F00082F0CE,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A1HK-01Z-00-DX1.A15F452B-1260-4106-86D1-05F00082F0CE_20260430_v1.npy,TCGA-C8-A1HK,C2,4.531269,7.250342,5.210905,-6.7240477,2.86646,9.033438,-10.991375,-5.4239297,4.022641,-9.6909895
165,part03,TCGA-C8-A1HN-01Z-00-DX1.7EBBEAB1-EBB7-456F-8848-AFE2263242B7,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A1HN-01Z-00-DX1.7EBBEAB1-EBB7-456F-8848-AFE2263242B7_20260430_v1.npy,TCGA-C8-A1HN,C2,25.404753,6.0245337,-11.778659,-8.350178,-0.25104427,2.4837594,-0.57596904,-14.44355,9.251617,-0.071270905
166,part03,TCGA-C8-A1HO-01Z-00-DX1.0C702CEE-C373-4D00-A706-32206D41AC17,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A1HO-01Z-00-DX1.0C702CEE-C373-4D00-A706-32206D41AC17_20260430_v1.npy,TCGA-C8-A1HO,C2,29.516209,5.063795,-9.891008,-6.9897585,-4.970611,-7.1448064,-3.9600265,-9.087495,10.000226,0.76006067
167,part03,TCGA-C8-A26Y-01Z-00-DX1.166EE604-4EF3-401D-99E9-3A9711316CC4,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A26Y-01Z-00-DX1.166EE604-4EF3-401D-99E9-3A9711316CC4_20260430_v1.npy,TCGA-C8-A26Y,C2,26.692297,6.9518886,-8.630743,-3.235251,-1.5493406,-7.906749,-4.8008075,-11.359153,7.339619,3.9177575
168,part03,TCGA-C8-A3M7-01Z-00-DX1.846C75F1-2E7E-44F7-B21F-C246141558FA,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A3M7-01Z-00-DX1.846C75F1-2E7E-44F7-B21F-C246141558FA_20260430_v1.npy,TCGA-C8-A3M7,C0,-21.057047,1.902458,-1.5791095,2.771903,1.4975461,4.3875513,10.268712,-9.8538065,0.68643284,6.8849587
169,part03,TCGA-C8-A8HP-01Z-00-DX1.B6EE8271-2E51-4184-9B0C-2ADA69B4A714,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A8HP-01Z-00-DX1.B6EE8271-2E51-4184-9B0C-2ADA69B4A714_20260430_v1.npy,TCGA-C8-A8HP,C2,29.857563,5.5705853,-9.464987,-5.938166,-6.1150675,-14.996495,-2.8638186,-8.890676,14.781398,-1.3982295
170,part03,TCGA-C8-A8HQ-01Z-00-DX1.A08190B5-F17E-4057-9DBD-B2F34CAEAFDC,_tmp_merge_shard00/part03/slide_embedding_TCGA-C8-A8HQ-01Z-00-DX1.A08190B5-F17E-4057-9DBD-B2F34CAEAFDC_20260430_v1.npy,TCGA-C8-A8HQ,C2,31.904976,8.755445,-9.647017,-1.9667524,-2.8180287,-11.685566,0.9178013,-11.362056,12.773434,3.2020166
171,part03,TCGA-D8-A13Y-01Z-00-DX1.02321E77-A11E-41A5-95FE-BB897EA5CE58,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A13Y-01Z-00-DX1.02321E77-A11E-41A5-95FE-BB897EA5CE58_20260430_v1.npy,TCGA-D8-A13Y,C0,-13.808024,-18.556067,6.90388,-4.8859377,-12.9493265,5.075403,5.1655283,-13.088194,-10.571568,-2.2223623
172,part03,TCGA-D8-A1JA-01Z-00-DX1.BD43F94A-D5A8-490E-AED4-5F3AB24080FA,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JA-01Z-00-DX1.BD43F94A-D5A8-490E-AED4-5F3AB24080FA_20260430_v1.npy,TCGA-D8-A1JA,C0,-2.3583398,-18.445747,7.8911595,-7.3796864,-10.373689,-1.6199666,3.862587,-10.733151,-5.120651,0.33420584
173,part03,TCGA-D8-A1JC-01Z-00-DX2.854ABF5D-40F1-48AE-802F-97D75497F1FD,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JC-01Z-00-DX2.854ABF5D-40F1-48AE-802F-97D75497F1FD_20260430_v1.npy,TCGA-D8-A1JC,C0,-13.296137,-14.659296,7.834384,-5.7169886,-7.1470323,4.2602534,6.784936,-9.023992,0.7363726,-8.086551
174,part03,TCGA-D8-A1JD-01Z-00-DX1.6D215B14-DD90-4635-8645-AF06EBD9BA3F,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JD-01Z-00-DX1.6D215B14-DD90-4635-8645-AF06EBD9BA3F_20260430_v1.npy,TCGA-D8-A1JD,C0,-16.623009,-17.064142,6.6279836,-4.9171247,-14.385378,5.736186,3.1610239,-7.492806,-6.067561,-0.32487214
175,part03,TCGA-D8-A1JD-01Z-00-DX2.C6A7667E-25C9-48BD-A4E7-F4BB740FE589,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JD-01Z-00-DX2.C6A7667E-25C9-48BD-A4E7-F4BB740FE589_20260430_v1.npy,TCGA-D8-A1JD,C0,-6.597977,-14.621573,6.065508,-7.881563,-12.6195345,0.21271022,6.511249,-8.9485855,-1.4276954,-7.821541
176,part03,TCGA-D8-A1JE-01Z-00-DX2.CCF3DFEF-E851-425A-BCD0-0F7B377A00BC,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JE-01Z-00-DX2.CCF3DFEF-E851-425A-BCD0-0F7B377A00BC_20260430_v1.npy,TCGA-D8-A1JE,C0,-10.517596,-16.2418,7.6865673,-6.7720675,-11.280565,2.9247277,6.310092,-5.0642366,-2.4157453,-3.2428484
177,part03,TCGA-D8-A1JG-01Z-00-DX1.BA6D5CC7-3A9B-4D17-A86A-B159D345A216,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JG-01Z-00-DX1.BA6D5CC7-3A9B-4D17-A86A-B159D345A216_20260430_v1.npy,TCGA-D8-A1JG,C0,-13.571712,-8.363818,7.88926,-4.605538,-11.648231,-2.4135828,2.0962281,-13.332414,-3.60474,3.9141033
178,part03,TCGA-D8-A1JN-01Z-00-DX1.3B02989C-CEA0-4EDD-A6DC-21C3A957C640,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JN-01Z-00-DX1.3B02989C-CEA0-4EDD-A6DC-21C3A957C640_20260430_v1.npy,TCGA-D8-A1JN,C0,-24.864553,-6.1163673,12.576706,-8.013245,-2.6449149,14.955619,16.611862,-8.896206,5.0521684,4.2262597
179,part03,TCGA-D8-A1JS-01Z-00-DX1.76C592B0-DC6D-401A-9533-C9FE5B6CA08D,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1JS-01Z-00-DX1.76C592B0-DC6D-401A-9533-C9FE5B6CA08D_20260430_v1.npy,TCGA-D8-A1JS,C0,-6.5560684,-9.678709,8.992884,-0.8378472,-4.9258885,-8.272998,0.34739298,-4.881835,-7.252512,5.471956
180,part03,TCGA-D8-A1X5-01Z-00-DX2.E4D28EE2-9C87-4613-BD2E-89FBEF960DEE,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1X5-01Z-00-DX2.E4D28EE2-9C87-4613-BD2E-89FBEF960DEE_20260430_v1.npy,TCGA-D8-A1X5,C0,-7.9303493,-16.96417,4.5561275,-11.613513,-10.482305,4.238343,7.936707,-8.510002,1.4519751,-12.437729
181,part03,TCGA-D8-A1X6-01Z-00-DX2.F36D68F2-70C3-4E0E-ABE6-6969170BA6DC,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1X6-01Z-00-DX2.F36D68F2-70C3-4E0E-ABE6-6969170BA6DC_20260430_v1.npy,TCGA-D8-A1X6,C0,-3.3991625,-9.541773,-1.8015438,-6.1995945,-8.123788,-3.577515,9.9317255,-4.3159637,6.23058,-2.3793726
182,part03,TCGA-D8-A1X7-01Z-00-DX1.3529AEED-2827-4D94-9A8B-32F116EE49D5,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1X7-01Z-00-DX1.3529AEED-2827-4D94-9A8B-32F116EE49D5_20260430_v1.npy,TCGA-D8-A1X7,C0,-5.966437,-2.9256058,8.249476,-0.29115838,-3.763828,-5.567174,4.199249,2.4515874,1.6613783,7.497627
183,part03,TCGA-D8-A1XM-01Z-00-DX1.5F6A140E-5D20-45F6-B76F-0F98AB27AD08,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1XM-01Z-00-DX1.5F6A140E-5D20-45F6-B76F-0F98AB27AD08_20260430_v1.npy,TCGA-D8-A1XM,C0,-2.5961392,-16.00868,9.639686,-5.28883,-2.2171457,2.9842527,8.099105,-2.7685595,-1.2623609,1.7560931
184,part03,TCGA-D8-A1XS-01Z-00-DX1.E5C78E5A-947C-499D-9E95-619FEEC63E69,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1XS-01Z-00-DX1.E5C78E5A-947C-499D-9E95-619FEEC63E69_20260430_v1.npy,TCGA-D8-A1XS,C0,-13.793523,-14.4114685,8.60512,-6.828335,-8.044452,5.225662,3.9177625,-8.23805,-0.69176435,-8.707566
185,part03,TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_20260430_v1.npy,TCGA-D8-A1XV,C2,3.1599777,-4.9144177,0.34759483,-4.6475816,-7.4146204,-7.9073377,2.6217372,1.2784911,-2.5330927,5.4011397
186,part03,TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_20260430_v1.npy,TCGA-D8-A27K,C0,-1.5386746,-15.153293,13.207937,-8.827718,0.3176621,6.0342584,6.7730913,-7.6023602,3.4878616,-2.7537503
187,part03,TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_20260430_v1.npy,TCGA-D8-A27M,C2,9.208578,-5.3568974,5.1687436,-7.353222,-2.173478,4.519596,-4.173571,-13.878621,5.6839705,0.71601754
188,part03,TCGA-D8-A27N-01Z-00-DX2.EB803DEC-438B-43A9-B906-FD7C3B9A0138,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27N-01Z-00-DX2.EB803DEC-438B-43A9-B906-FD7C3B9A0138_20260430_v1.npy,TCGA-D8-A27N,C0,-13.556487,-10.76142,6.9678574,1.8791248,-2.7209482,0.8391105,6.60643,-1.570556,5.0045304,6.037388
189,part03,TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27P-01Z-00-DX1.EF426996-D0DC-4418-BEC4-F7CE3C82C869_20260430_v1.npy,TCGA-D8-A27P,C2,12.529898,-1.957159,8.114173,-6.106072,4.5253935,1.1594758,-2.1498342,-9.28808,2.5064278,4.4594846
190,part03,TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270_20260430_v1.npy,TCGA-D8-A27R,C0,-5.3249707,-12.697151,9.639307,-12.307251,-6.8443494,3.9686067,4.9727683,-8.002352,1.7346461,-5.4865856
191,part03,TCGA-D8-A27T-01Z-00-DX2.7CCFE3AA-955B-4D77-9EDB-7B36D5A01168,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27T-01Z-00-DX2.7CCFE3AA-955B-4D77-9EDB-7B36D5A01168_20260430_v1.npy,TCGA-D8-A27T,C0,0.0633007,-12.832544,13.190267,-8.44683,-4.32088,3.1522293,9.766551,-9.39043,1.9954921,-2.0515888
192,part03,TCGA-D8-A27W-01Z-00-DX2.4E0D2E4E-5662-4305-8FC2-C651CDDA4998,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A27W-01Z-00-DX2.4E0D2E4E-5662-4305-8FC2-C651CDDA4998_20260430_v1.npy,TCGA-D8-A27W,C0,-13.148898,-9.988426,-0.78082633,-0.3525221,-12.897992,-3.5578985,-0.8179184,-3.4953122,-0.49224067,4.250749
193,part03,TCGA-D8-A3Z5-01Z-00-DX3.BB83C7D4-F795-47E7-9A5C-7DBF0EB7FDAA,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A3Z5-01Z-00-DX3.BB83C7D4-F795-47E7-9A5C-7DBF0EB7FDAA_20260430_v1.npy,TCGA-D8-A3Z5,C0,-11.797936,-5.5016203,16.867685,-4.322532,7.8834686,2.8783104,17.816303,-13.918557,6.296509,-1.8121651
194,part03,TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A73U-01Z-00-DX1.6ECEF7C0-00CC-4AC2-87BD-DBFB6E0DC042_20260430_v1.npy,TCGA-D8-A73U,C0,-13.308264,-8.785194,12.375783,-0.26009932,-4.943863,-1.6296866,5.800346,-6.027454,-2.7678897,5.1043954
195,part03,TCGA-D8-A73U-01Z-00-DX2.91F571C8-303C-463D-952C-263FAA5097DF,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A73U-01Z-00-DX2.91F571C8-303C-463D-952C-263FAA5097DF_20260430_v1.npy,TCGA-D8-A73U,C0,-16.296392,-0.65244466,17.899603,-4.237592,-1.216145,-0.5164051,1.4005667,-10.679592,3.0405998,3.4772017
196,part03,TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A73W-01Z-00-DX1.2A4B8A37-BE62-42C8-A109-800A7970FF0F_20260430_v1.npy,TCGA-D8-A73W,C0,-3.1530876,-5.1084714,-3.0728152,0.8032299,-9.462973,-11.436546,1.5693184,-2.6981752,-1.9988818,7.789197
197,part03,TCGA-D8-A73X-01Z-00-DX2.1ABCCE71-A70C-48C3-924E-2C8F5F71E269,_tmp_merge_shard00/part03/slide_embedding_TCGA-D8-A73X-01Z-00-DX2.1ABCCE71-A70C-48C3-924E-2C8F5F71E269_20260430_v1.npy,TCGA-D8-A73X,C0,-9.598154,4.7121077,19.882755,-3.0960696,2.6831868,-5.8802533,-1.2197415,-10.906138,0.7620803,-1.0062499
198,part03,TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF,_tmp_merge_shard00/part03/slide_embedding_TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF_20260430_v1.npy,TCGA-E2-A109,C0,-5.297835,-8.395751,0.63805884,-10.360072,-10.074519,-0.9236181,-0.6918696,-0.8263757,-4.174846,-1.4699978
199,part03,TCGA-E2-A10C-01Z-00-DX1.29A2B20B-29C6-4491-ADAB-0584C772EF25,_tmp_merge_shard00/part03/slide_embedding_TCGA-E2-A10C-01Z-00-DX1.29A2B20B-29C6-4491-ADAB-0584C772EF25_20260430_v1.npy,TCGA-E2-A10C,C0,-11.754081,2.2911527,6.806005,-4.586435,-5.198293,-4.114677,-2.017625,1.8643761,-1.7996397,5.132454
200,part04,TCGA-E2-A14P-01Z-00-DX1.663B02FF-C64B-41A6-8685-FD61CD76F9C6,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14P-01Z-00-DX1.663B02FF-C64B-41A6-8685-FD61CD76F9C6_20260430_v1.npy,TCGA-E2-A14P,C2,6.5535016,-6.2649198,4.972562,-13.040541,-3.644455,-7.341323,2.959687,1.0923486,2.6000538,-11.571049
201,part04,TCGA-E2-A14R-01Z-00-DX1.DDE62ED5-1FC0-4B3B-A874-95C08B33AB20,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14R-01Z-00-DX1.DDE62ED5-1FC0-4B3B-A874-95C08B33AB20_20260430_v1.npy,TCGA-E2-A14R,C2,9.650339,-8.167432,2.3612359,-10.832673,-9.257245,-10.248175,1.7940559,1.4166733,-0.57794493,-6.903056
202,part04,TCGA-E2-A14S-01Z-00-DX1.5C332E99-7296-473A-9917-7EFC38A8251D,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14S-01Z-00-DX1.5C332E99-7296-473A-9917-7EFC38A8251D_20260430_v1.npy,TCGA-E2-A14S,C0,-4.2558217,7.8685846,12.290381,-4.407336,2.5742223,-9.613103,2.59146,1.9269005,3.107509,-0.36592162
203,part04,TCGA-E2-A14U-01Z-00-DX1.F788A244-6C96-4CDC-AD9A-157DE951A723,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14U-01Z-00-DX1.F788A244-6C96-4CDC-AD9A-157DE951A723_20260430_v1.npy,TCGA-E2-A14U,C0,-5.5543995,6.366151,14.119268,-6.5636373,2.207142,-1.8571559,6.275109,0.09580175,5.709996,7.1351237
204,part04,TCGA-E2-A14X-01Z-00-DX1.24ADDA43-F127-4A6B-9AAD-2FAD982A853D,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14X-01Z-00-DX1.24ADDA43-F127-4A6B-9AAD-2FAD982A853D_20260430_v1.npy,TCGA-E2-A14X,C0,-1.5779349,-1.2565415,3.5644684,-8.894117,-3.8424406,-6.4483557,-0.14731008,7.28677,0.61464727,-3.9384804
205,part04,TCGA-E2-A14Z-01Z-00-DX1.A1344A78-1842-4578-8CDE-921E50656891,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A14Z-01Z-00-DX1.A1344A78-1842-4578-8CDE-921E50656891_20260430_v1.npy,TCGA-E2-A14Z,C2,2.5290465,-7.4249525,3.234103,-9.526534,-2.6061862,-2.9693642,7.3133945,8.462671,-0.58237165,-3.9191914
206,part04,TCGA-E2-A152-01Z-00-DX1.B0860DEB-D34B-4C5D-97F5-C1C646437424,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A152-01Z-00-DX1.B0860DEB-D34B-4C5D-97F5-C1C646437424_20260430_v1.npy,TCGA-E2-A152,C0,-8.584056,2.0589397,7.753066,-8.816715,-1.6215527,-6.1554294,3.7234478,0.32844818,3.035615,-7.292336
207,part04,TCGA-E2-A154-01Z-00-DX1.01FC9B1A-8ECD-4467-9EDD-0B02E4AEEF72,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A154-01Z-00-DX1.01FC9B1A-8ECD-4467-9EDD-0B02E4AEEF72_20260430_v1.npy,TCGA-E2-A154,C0,-3.2809107,11.422298,15.056792,-7.056501,3.499089,-8.432748,-0.17978317,4.744865,5.4524918,-2.7945158
208,part04,TCGA-E2-A158-01Z-00-DX1.994C60FE-E651-4224-95E7-4669834F2338,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A158-01Z-00-DX1.994C60FE-E651-4224-95E7-4669834F2338_20260430_v1.npy,TCGA-E2-A158,C2,0.777994,1.5179111,7.211186,-9.2309065,-1.3432432,-3.4128497,7.3512597,3.4482346,5.2118754,4.3723903
209,part04,TCGA-E2-A1B6-01Z-00-DX1.8CD458BE-C4F9-4AF3-A927-18C042E9B4B7,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A1B6-01Z-00-DX1.8CD458BE-C4F9-4AF3-A927-18C042E9B4B7_20260430_v1.npy,TCGA-E2-A1B6,C2,7.557756,-2.5494926,1.9813632,-6.961736,-4.8184514,-11.056483,2.1405563,1.345985,-0.84763247,-5.107693
210,part04,TCGA-E2-A1IF-01Z-00-DX1.51F5B0AC-E4D6-439D-8168-34934471FA06,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A1IF-01Z-00-DX1.51F5B0AC-E4D6-439D-8168-34934471FA06_20260430_v1.npy,TCGA-E2-A1IF,C0,-9.165754,6.665103,-2.8068645,1.422725,-0.29824594,-7.139107,5.5246825,-8.639995,-6.140657,9.086167
211,part04,TCGA-E2-A1IG-01Z-00-DX1.C894EEA1-708A-4043-8C60-3BCA98AA751E,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A1IG-01Z-00-DX1.C894EEA1-708A-4043-8C60-3BCA98AA751E_20260430_v1.npy,TCGA-E2-A1IG,C0,-0.54251724,-2.2957256,-0.5789814,-2.8415022,-2.4786234,-2.0834446,10.529597,-5.638912,-8.121253,5.124185
212,part04,TCGA-E2-A1IL-01Z-00-DX1.46B6AA99-C7CE-4573-B15D-2C56A708B082,_tmp_merge_shard00/part04/slide_embedding_TCGA-E2-A1IL-01Z-00-DX1.46B6AA99-C7CE-4573-B15D-2C56A708B082_20260430_v1.npy,TCGA-E2-A1IL,C0,-17.009115,15.249609,14.861395,2.3354168,2.594619,-8.870013,-4.5662246,-2.225759,-3.4539037,0.45272243
